case_id,stored_dept,corrected_dept,confidence,county_dept,panel_dept,panel_used
2331628,,3,MED,3,,0
2331629,,2,MED,2,,0
2332950,,2,MED,2,,0
2332952,,1,MED,1,,0
2333017,,4,MED,4,,0
2333046,,1,MED,1,,0
2333131,,1,MED,1,,0
2333140,,2,MED,2,,0
2333149,,1,MED,1,,0
2333152,,1,MED,1,,0
2333175,,4,MED,4,,0
2333207,,3,MED,3,,0
2333218,,1,MED,1,,0
2333232,,2,MED,2,,0
2333235,,1,MED,1,,0
2333241,,1,MED,1,,0
2333254,,2,MED,2,,0
2333276,,2,MED,2,,0
2333279,,1,MED,1,,0
2333365,,1,MED,1,,0
2333400,,3,MED,3,,0
2333401,,2,MED,2,,0
2333412,,2,MED,2,,0
2333437,,1,MED,1,,0
2333457,,1,MED,1,,0
2333466,,2,MED,2,,0
2333469,,4,MED,4,,0
2333476,,2,MED,2,,0
2335737,,1,MED,1,,0
2335742,,1,MED,1,,0
2335743,,1,MED,1,,0
2335744,,2,MED,2,,0
2335747,,2,MED,2,,0
2335757,,1,MED,1,,0
2335759,,3,MED,3,,0
2335767,,1,MED,1,,0
2335772,,2,MED,2,,0
2335775,,3,MED,3,,0
2335782,,1,MED,1,,0
2335784,,1,MED,1,,0
2335794,,1,MED,1,,0
2335812,,1,MED,1,,0
2335814,,4,MED,4,,0
2335824,,3,MED,3,,0
2335829,,3,MED,3,,0
2335852,,2,MED,2,,0
2335870,,2,MED,2,,0
2335879,,3,MED,3,,0
2335915,,1,MED,1,,0
2335918,,1,MED,1,,0
2335937,,1,MED,1,,0
2335949,,2,MED,2,,0
2335969,,4,MED,4,,0
2335981,,4,MED,4,,0
2336012,,2,MED,2,,0
2338138,,2,MED,2,,0
2338149,,3,MED,3,,0
2338180,,3,MED,3,,0
2338193,,2,MED,2,,0
2338196,,1,MED,1,,0
2338211,,2,MED,2,,0
2338212,,1,MED,1,,0
2338222,,1,MED,1,,0
2338226,,1,MED,1,,0
2338232,,1,MED,1,,0
2338239,,2,MED,2,,0
2338241,,4,MED,4,,0
2338260,,4,MED,4,,0
2338281,,3,MED,3,,0
2338295,,1,MED,1,,0
2338302,,1,MED,1,,0
2338317,,1,MED,1,,0
2338322,,2,MED,2,,0
2338351,,3,MED,3,,0
2338354,,2,MED,2,,0
2338373,,4,MED,4,,0
2338380,,4,MED,4,,0
2339088,,3,MED,3,,0
2339173,,1,MED,1,,0
2339239,,2,MED,2,,0
2339276,,3,MED,3,,0
2339341,,1,MED,1,,0
2339376,,1,MED,1,,0
2339453,,2,MED,2,,0
2339529,,1,MED,1,,0
2339646,,2,MED,2,,0
2339707,,2,MED,2,,0
2339918,,2,MED,2,,0
2340023,,3,MED,3,,0
2340061,,2,MED,2,,0
2340122,,1,MED,1,,0
2340147,,2,MED,2,,0
2340226,,2,MED,2,,0
2340450,,1,MED,1,,0
2340506,,3,MED,3,,0
2340791,,2,MED,2,,0
2340831,,4,MED,4,,0
2340957,,3,MED,3,,0
2341139,,2,MED,2,,0
2341152,,2,MED,2,,0
2341776,,4,MED,4,,0
2341839,,1,MED,1,,0
2341917,,2,MED,2,,0
2341931,,2,MED,2,,0
2341953,,1,MED,1,,0
2342053,,1,MED,1,,0
2342125,,2,MED,2,,0
2342246,,1,MED,1,,0
2342261,,1,MED,1,,0
2342285,,3,MED,3,,0
2342299,,1,MED,1,,0
2342350,,1,MED,1,,0
2342500,,1,MED,1,,0
2342504,,4,MED,4,,0
2342582,,1,MED,1,,0
2342621,,1,MED,1,,0
2342649,,4,MED,4,,0
2342662,,1,MED,1,,0
2342673,,1,MED,1,,0
2342729,,1,MED,1,,0
2342924,,1,MED,1,,0
2343210,,2,MED,2,,0
2343501,,2,MED,2,,0
2343899,,1,MED,1,,0
2344358,,1,MED,1,,0
2344449,,1,MED,1,,0
2344476,,2,MED,2,,0
2344679,,2,MED,2,,0
2344876,,2,MED,2,,0
2345017,,1,MED,1,,0
2345105,,3,MED,3,,0
2345235,,3,MED,3,,0
2345289,,2,MED,2,,0
2345300,,2,MED,2,,0
2345313,,1,MED,1,,0
2345365,,2,MED,2,,0
2345505,,3,MED,3,,0
2345604,,3,MED,3,,0
2345641,,2,MED,2,,0
2345728,,1,MED,1,,0
2345911,,1,MED,1,,0
2346102,,1,MED,1,,0
2346148,,2,MED,2,,0
2346208,,4,MED,4,,0
2346271,,2,MED,2,,0
2346363,,1,MED,1,,0
2346388,,1,MED,1,,0
2346392,,2,MED,2,,0
2346529,,1,MED,1,,0
2346594,,4,MED,4,,0
2346676,,3,MED,3,,0
2346740,,4,MED,4,,0
2346746,,1,MED,1,,0
2346886,,1,MED,1,,0
2347183,,2,MED,2,,0
2347216,,1,MED,1,,0
2347365,,2,MED,2,,0
2347444,,1,MED,1,,0
2347598,,3,MED,3,,0
2347784,,1,MED,1,,0
2347795,,2,MED,2,,0
2347798,,1,MED,1,,0
2347810,,2,MED,2,,0
2347821,,3,MED,3,,0
2347845,,2,MED,2,,0
2347943,,1,MED,1,,0
2348059,,2,MED,2,,0
2348071,,1,MED,1,,0
2348109,,3,MED,3,,0
2348238,,3,MED,3,,0
2348463,,2,MED,2,,0
2348502,,1,MED,1,,0
2348591,,1,MED,1,,0
2348609,,1,MED,1,,0
2348747,,1,MED,1,,0
2348827,,2,MED,2,,0
2348856,,3,MED,3,,0
2348906,,3,MED,3,,0
2348988,,2,MED,2,,0
2349054,,2,MED,2,,0
2349127,,3,MED,3,,0
2349172,,1,MED,1,,0
2349173,,1,MED,1,,0
2349217,,2,MED,2,,0
2349304,,4,MED,4,,0
2349434,,3,MED,3,,0
2349460,,1,MED,1,,0
2349626,,3,MED,3,,0
2349840,,4,MED,4,,0
2349843,,3,MED,3,,0
2349978,,3,MED,3,,0
2350013,,1,MED,1,,0
2350105,,3,MED,3,,0
2350196,,1,MED,1,,0
2350230,,3,MED,3,,0
2350367,,4,MED,4,,0
2350394,,1,MED,1,,0
2350419,,1,MED,1,,0
2350497,,1,MED,1,,0
2350890,,2,MED,2,,0
2351138,,4,MED,4,,0
2351150,,4,MED,4,,0
2351707,,1,MED,1,,0
2351785,,4,MED,4,,0
2351843,,2,MED,2,,0
2351950,,3,MED,3,,0
2352106,,1,MED,1,,0
2352199,,1,MED,1,,0
2352255,,1,MED,1,,0
2352268,,1,MED,1,,0
2352319,,1,MED,1,,0
2352383,,4,MED,4,,0
2352622,,2,MED,2,,0
2352661,,4,MED,4,,0
2352773,,2,MED,2,,0
2352917,,1,MED,1,,0
2352963,,3,MED,3,,0
2353205,,1,MED,1,,0
2353218,,1,MED,1,,0
2353270,,1,MED,1,,0
2353335,,1,MED,1,,0
2353808,,1,MED,1,,0
2354020,,2,MED,2,,0
2354029,,3,MED,3,,0
2354175,,3,MED,3,4,1
2354547,,1,MED,1,,0
2354689,,1,MED,1,,0
2354862,,2,MED,2,,0
2354926,,1,MED,1,,0
2354997,,1,MED,1,,0
2355017,,1,MED,1,,0
2355040,,2,MED,2,,0
2355185,,3,MED,3,,0
2355312,,2,MED,2,,0
2355340,,4,MED,4,4,1
2355358,,4,MED,4,,0
2355529,,1,MED,1,4,1
2356163,,1,MED,1,,0
2356232,,1,MED,1,,0
2356398,,1,MED,1,,0
2356453,,1,MED,1,1,1
2356681,,3,MED,3,,0
2356716,,3,MED,3,,0
2553789,,1,MED,1,,0
2554495,,4,MED,4,,0
2555751,,2,MED,2,,0
2556039,,2,MED,2,,0
2560123,,2,MED,2,,0
2560285,,2,MED,2,,0
3637638,,2,MED,2,,0
3637766,,2,MED,2,,0
3637923,,4,MED,4,,0
3638047,,1,MED,1,,0
3638297,,1,MED,1,,0
3638623,,2,MED,2,,0
3638695,,1,MED,1,,0
3638854,,4,MED,4,,0
3638883,,1,MED,1,,0
3639850,,1,MED,1,,0
3641467,,3,MED,3,,0
3675328,,1,MED,1,,0
3675879,,1,MED,1,,0
3677428,,1,MED,1,,0
3677696,,3,MED,3,,0
3679115,,1,MED,1,,0
3680396,,2,MED,2,4,1
3680506,,2,MED,2,,0
3680538,,3,MED,3,,0
3680765,,1,MED,1,,0
3690852,,3,MED,3,4,1
3693521,,1,MED,1,4,1
3695257,,1,MED,1,,0
3735166,,1,MED,1,,0
3735544,,2,MED,2,4,1
3735902,,2,MED,2,,0
3735991,,1,MED,1,4,1
3737024,,1,MED,1,,0
3737216,,4,MED,4,4,1
3737843,,2,MED,2,,0
3738147,,3,MED,3,,0
3739141,,3,MED,3,,0
3740579,,4,MED,4,4,1
3741163,,3,MED,3,4,1
3741988,,1,MED,1,,0
3742298,,2,MED,2,,0
3745658,,2,MED,2,,0
3745949,,1,MED,1,,0
3745983,,4,MED,4,4,1
3747713,,1,MED,1,,0
3748526,,2,MED,2,,0
3750010,,3,MED,3,4,1
3750201,,1,MED,1,4,1
3750644,,1,MED,1,,0
3750986,,3,MED,3,,0
3751753,,1,MED,1,,0
3751809,,3,MED,3,,0
3751897,,1,MED,1,,0
3752104,,3,MED,3,2,2
3752208,,1,MED,1,,0
3752226,,4,MED,4,,0
3752422,,4,MED,4,,0
3752652,,1,MED,1,,0
3752675,,4,MED,4,,0
3752833,,3,MED,3,4,1
3753198,,2,MED,2,,0
3753219,,1,MED,1,,0
3753651,,1,MED,1,,0
3753845,,2,MED,2,4,1
3754477,,4,MED,4,,0
3754621,,2,MED,2,4,1
3754679,,1,MED,1,,0
3754822,,2,MED,2,,0
3754876,,1,MED,1,,0
3755985,,2,MED,2,,0
3756150,,1,MED,1,,0
3756410,,4,MED,4,2,2
3756483,,2,MED,2,4,1
3756859,,4,MED,4,2,2
3780061,,3,MED,3,4,1
3780280,,1,MED,1,4,1
3781048,,3,MED,3,,0
3781116,,3,MED,3,4,1
3999498,,4,MED,4,,0
4000195,,1,MED,1,,0
4000308,,2,MED,2,,0
4000418,,2,MED,2,,0
4000772,,1,MED,1,,0
4003741,,4,MED,4,,0
4003946,,1,MED,1,,0
4004269,,4,MED,4,,0
4004628,,1,MED,1,,0
4130237,,1,MED,1,,0
4130814,,1,MED,1,1,2
4131390,,2,MED,2,,0
4131616,,2,MED,2,,0
4131994,,2,MED,2,,0
4132167,,2,MED,2,,0
4132545,,3,MED,3,3,1
4132684,,2,MED,2,,0
4133618,,2,MED,2,,0
4133705,,4,MED,4,,0
4134468,,1,MED,1,2,1
4134722,,1,MED,1,,0
4135328,,2,MED,2,,0
4223365,,1,MED,1,,0
4223539,,2,MED,2,,0
4224184,,2,MED,2,,0
4224690,,1,MED,1,,0
4224708,,1,MED,1,,0
4224819,,2,MED,2,,0
4225117,,1,MED,1,2,2
4225280,,1,MED,1,,0
4225643,,2,MED,2,,0
4225676,,4,MED,4,2,2
4225838,,1,MED,1,2,2
4225891,,1,MED,1,1,1
4226044,,1,MED,1,,0
4226811,,1,MED,1,,0
4226855,,1,MED,1,1,1
4226920,,4,MED,4,,0
4227028,,4,MED,4,,0
4227469,,1,MED,1,,0
4227889,,1,MED,1,,0
4227993,,1,MED,1,1,1
4290136,,1,MED,1,1,1
4291462,,2,MED,2,,0
4291789,,1,MED,1,,0
4292004,,1,MED,1,2,2
4292997,,1,MED,1,,0
4293368,,1,MED,1,,0
4293456,,2,MED,2,,0
4293487,,3,MED,3,,0
4294699,,1,MED,1,,0
4294983,,3,MED,3,,0
4295237,,1,MED,1,,0
4296356,,2,MED,2,,0
4296737,,4,MED,4,,0
4297424,,2,MED,2,,0
4297581,,2,MED,2,,0
4297723,,1,MED,1,,0
4316368,,2,MED,2,,0
4316391,,4,MED,4,,0
4317137,,1,MED,1,,0
4317962,,2,MED,2,,0
4318211,,4,MED,4,,0
4318276,,1,MED,1,,0
4318726,,2,MED,2,,0
4319224,,1,MED,1,,0
4319262,,1,MED,1,2,1
4319548,,1,MED,1,,0
4319677,,1,MED,1,,0
4320549,,1,MED,1,,0
4320614,,1,MED,1,,0
4320900,,2,MED,2,,0
4321633,,4,MED,4,,0
4321812,,3,MED,3,2,1
4322627,,3,MED,3,2,1
4369909,,2,MED,2,,0
4370397,,2,MED,2,,0
4370499,,1,MED,1,,0
4370733,,2,MED,2,,0
4370870,,2,MED,2,,0
4370924,,1,MED,1,,0
4371024,,2,MED,2,,0
4371095,,1,MED,1,,0
4371108,,1,MED,1,,0
4371136,,2,MED,2,,0
4371166,,2,MED,2,,0
4371193,,3,MED,3,,0
4371293,,3,MED,3,,0
4371394,,1,MED,1,,0
4371492,,2,MED,2,,0
4371506,,1,MED,1,,0
4371551,,1,MED,1,,0
4371560,,1,MED,1,,0
4371730,,1,MED,1,,0
4371788,,1,MED,1,,0
4371866,,4,MED,4,,0
4371984,,2,MED,2,,0
4372149,,1,MED,1,,0
4372163,,1,MED,1,,0
4372193,,2,MED,2,,0
4372436,,2,MED,2,,0
4372470,,2,MED,2,,0
4372695,,2,MED,2,,0
4372721,,4,MED,4,,0
4372824,,3,MED,3,,0
4372853,,2,MED,2,,0
4372894,,2,MED,2,,0
4372955,,3,MED,3,,0
4373121,,1,MED,1,,0
4373128,,3,MED,3,,0
4373150,,2,MED,2,,0
4373441,,4,MED,4,,0
4373584,,2,MED,2,,0
4373617,,2,MED,2,,0
4373731,,3,MED,3,,0
4373840,,1,MED,1,,0
4373913,,2,MED,2,,0
4373948,,1,MED,1,,0
4373956,,1,MED,1,,0
4374078,,2,MED,2,,0
4374199,,3,MED,3,,0
4374292,,2,MED,2,,0
4374368,,1,MED,1,,0
4374399,,4,MED,4,,0
4374408,,2,MED,2,,0
4374413,,2,MED,2,,0
4374502,,1,MED,1,,0
4374639,,1,MED,1,,0
4374681,,1,MED,1,,0
4374754,,1,MED,1,,0
4374784,,4,MED,4,,0
4374948,,2,MED,2,,0
4374989,,4,MED,4,,0
4375019,,1,MED,1,,0
4375045,,2,MED,2,,0
4375176,,3,MED,3,,0
4375523,,1,MED,1,,0
4375753,,2,MED,2,,0
4375853,,1,MED,1,,0
4375916,,1,MED,1,,0
4375960,,4,MED,4,,0
4375974,,1,MED,1,,0
4376052,,1,MED,1,,0
4376062,,1,MED,1,,0
4376130,,3,MED,3,,0
4376311,,2,MED,2,,0
4376462,,1,MED,1,,0
4376488,,1,MED,1,,0
4376614,,2,MED,2,,0
4376676,,1,MED,1,,0
4376790,,2,MED,2,,0
4376822,,4,MED,4,,0
4376837,,2,MED,2,,0
4376868,,4,MED,4,,0
4377052,,4,MED,4,,0
4377370,,4,MED,4,,0
4377382,,2,MED,2,,0
4377463,,4,MED,4,,0
4377839,,3,MED,3,,0
4377971,,2,MED,2,,0
4378212,,2,MED,2,,0
4378368,,2,MED,2,,0
4378446,,1,MED,1,,0
4378596,,1,MED,1,,0
4378628,,3,MED,3,,0
4378719,,4,MED,4,,0
4378731,,2,MED,2,,0
4378759,,4,MED,4,,0
4378842,,4,MED,4,,0
4378902,,1,MED,1,,0
4379114,,2,MED,2,,0
4379146,,3,MED,3,,0
4379180,,1,MED,1,,0
4379207,,2,MED,2,,0
4379647,,3,MED,3,,0
4379776,,4,MED,4,,0
4379880,,2,MED,2,,0
4379936,,1,MED,1,,0
4379967,,4,MED,4,,0
4380037,,1,MED,1,,0
4380070,,2,MED,2,,0
4380225,,3,MED,3,,0
4380228,,2,MED,2,,0
4380285,,3,MED,3,,0
4380313,,2,MED,2,,0
4380350,,4,MED,4,,0
4380486,,1,MED,1,,0
4380498,,3,MED,3,,0
4380576,,2,MED,2,,0
4380623,,2,MED,2,,0
4380701,,3,MED,3,,0
4380705,,1,MED,1,,0
4380766,,2,MED,2,,0
4380870,,3,MED,3,,0
4380889,,1,MED,1,,0
4380920,,1,MED,1,,0
4381145,,2,MED,2,,0
4381201,,1,MED,1,,0
4381232,,1,MED,1,,0
4381291,,2,MED,2,,0
4381341,,1,MED,1,,0
4381376,,3,MED,3,,0
4381428,,1,MED,1,,0
4381446,,1,MED,1,,0
4381501,,3,MED,3,,0
4381566,,2,MED,2,,0
4381599,,2,MED,2,,0
4381640,,1,MED,1,,0
4381665,,4,MED,4,,0
4381766,,3,MED,3,,0
4381824,,2,MED,2,,0
4381870,,4,MED,4,,0
4381873,,2,MED,2,,0
4381951,,4,MED,4,,0
4381959,,2,MED,2,,0
4381995,,3,MED,3,,0
4382155,,2,MED,2,,0
4382311,,3,MED,3,,0
4382455,,2,MED,2,,0
4382579,,1,MED,1,,0
4382584,,2,MED,2,,0
4382692,,2,MED,2,,0
4382706,,2,MED,2,,0
4382743,,3,MED,3,,0
4382853,,2,MED,2,,0
4382968,,1,MED,1,,0
4383130,,1,MED,1,,0
4383293,,1,MED,1,,0
4383339,,4,MED,4,,0
4383353,,3,MED,3,,0
4383459,,1,MED,1,,0
4383468,,1,MED,1,,0
4383490,,3,MED,3,,0
4383505,,1,MED,1,,0
4383656,,2,MED,2,,0
4383710,,2,MED,2,,0
4383861,,1,MED,1,,0
4383877,,1,MED,1,,0
4383907,,1,MED,1,,0
4383917,,2,MED,2,,0
4384129,,1,MED,1,,0
4384146,,2,MED,2,,0
4384153,,2,MED,2,,0
4384158,,1,MED,1,,0
4384273,,2,MED,2,,0
4384289,,2,MED,2,,0
4384333,,2,MED,2,,0
4384339,,3,MED,3,,0
4384402,,1,MED,1,,0
4384446,,3,MED,3,,0
4384453,,3,MED,3,,0
4384530,,1,MED,1,,0
4384883,,1,MED,1,,0
4385065,,1,MED,1,,0
4385188,,1,MED,1,,0
4385219,,4,MED,4,,0
4385235,,1,MED,1,,0
4385279,,1,MED,1,,0
4385332,,1,MED,1,,0
4385337,,4,MED,4,,0
4385366,,3,MED,3,,0
4385407,,2,MED,2,,0
4385521,,1,MED,1,,0
4385523,,3,MED,3,,0
4385537,,1,MED,1,,0
4385695,,2,MED,2,,0
4385735,,2,MED,2,,0
4385974,,1,MED,1,,0
4386005,,4,MED,4,,0
4386008,,2,MED,2,,0
4386131,,1,MED,1,,0
4386199,,2,MED,2,,0
4386345,,4,MED,4,,0
4386474,,1,MED,1,,0
4386532,,2,MED,2,,0
4386535,,1,MED,1,,0
4386599,,1,MED,1,,0
4386644,,3,MED,3,,0
4386678,,2,MED,2,,0
4386689,,1,MED,1,,0
4386798,,1,MED,1,,0
4386922,,1,MED,1,,0
4387012,,1,MED,1,,0
4387016,,2,MED,2,,0
4387384,,3,MED,3,,0
4387457,,2,MED,2,,0
4387502,,4,MED,4,,0
4387593,,4,MED,4,,0
4387619,,2,MED,2,,0
4387732,,3,MED,3,,0
4387739,,3,MED,3,,0
4387774,,2,MED,2,,0
4387812,,1,MED,1,,0
4387815,,2,MED,2,,0
4387936,,1,MED,1,,0
4387951,,4,MED,4,,0
4388004,,3,MED,3,,0
4388042,,2,MED,2,,0
4388050,,2,MED,2,,0
4388106,,3,MED,3,,0
4388226,,4,MED,4,,0
4388230,,2,MED,2,,0
4388312,,3,MED,3,,0
4388431,,1,MED,1,,0
4388488,,3,MED,3,,0
4388553,,2,MED,2,,0
4388689,,1,MED,1,,0
4388837,,3,MED,3,,0
4388911,,4,MED,4,,0
4388960,,2,MED,2,,0
4388974,,2,MED,2,,0
4389140,,4,MED,4,,0
4389216,,2,MED,2,,0
4389247,,4,MED,4,,0
4389281,,1,MED,1,,0
4389296,,4,MED,4,,0
4389373,,4,MED,4,,0
4389447,,1,MED,1,,0
4389504,,1,MED,1,,0
4389556,,1,MED,1,,0
4389566,,2,MED,2,,0
4389626,,3,MED,3,,0
4389638,,2,MED,2,,0
4389759,,1,MED,1,,0
4389792,,3,MED,3,,0
4389824,,2,MED,2,,0
4389839,,1,MED,1,,0
4389895,,1,MED,1,,0
4389900,,2,MED,2,,0
4389909,,3,MED,3,,0
4389915,,4,MED,4,,0
4389953,,1,MED,1,,0
4390241,,1,MED,1,,0
4390332,,3,MED,3,,0
4390483,,2,MED,2,,0
4390500,,2,MED,2,,0
4390517,,3,MED,3,,0
4390546,,2,MED,2,,0
4390645,,3,MED,3,,0
4390647,,1,MED,1,,0
4390705,,2,MED,2,,0
4390713,,2,MED,2,,0
4390730,,2,MED,2,,0
4390742,,2,MED,2,,0
4390882,,4,MED,4,,0
4391021,,1,MED,1,,0
4391081,,3,MED,3,,0
4391169,,1,MED,1,,0
4391174,,4,MED,4,,0
4391243,,2,MED,2,,0
4391283,,1,MED,1,,0
4391288,,2,MED,2,,0
4391305,,1,MED,1,,0
4391317,,2,MED,2,,0
4391422,,1,MED,1,,0
4391573,,2,MED,2,,0
4391683,,2,MED,2,,0
4391700,,2,MED,2,,0
4391794,,2,MED,2,,0
4391802,,1,MED,1,,0
4391818,,3,MED,3,,0
4391823,,1,MED,1,,0
4391878,,2,MED,2,,0
4391929,,3,MED,3,,0
4391933,,3,MED,3,,0
4391963,,1,MED,1,,0
4392077,,2,MED,2,,0
4392154,,1,MED,1,,0
4392248,,1,MED,1,,0
4392250,,3,MED,3,,0
4392265,,3,MED,3,,0
4392354,,4,MED,4,,0
4392383,,1,MED,1,,0
4392566,,2,MED,2,,0
4392665,,2,MED,2,,0
4392735,,1,MED,1,,0
4392779,,1,MED,1,,0
4393292,,4,MED,4,,0
4393578,,1,MED,1,,0
4393787,,3,MED,3,,0
4393801,,1,MED,1,,0
4393961,,2,MED,2,,0
4394103,,1,MED,1,,0
4394177,,3,MED,3,,0
4394240,,3,MED,3,,0
4394475,,1,MED,1,,0
4394498,,2,MED,2,,0
4394574,,2,MED,2,,0
4394610,,1,MED,1,,0
4394696,,2,MED,2,,0
4394807,,1,MED,1,,0
4394877,,2,MED,2,,0
4394906,,2,MED,2,,0
4394958,,2,MED,2,,0
4395033,,2,MED,2,,0
4395042,,2,MED,2,,0
4395261,,4,MED,4,,0
4395350,,2,MED,2,,0
4395365,,3,MED,3,,0
4395382,,2,MED,2,,0
4395601,,4,MED,4,,0
4395620,,1,MED,1,,0
4395633,,1,MED,1,,0
4395674,,1,MED,1,,0
4395701,,3,MED,3,,0
4395718,,4,MED,4,,0
4395844,,3,MED,3,,0
4395904,,1,MED,1,,0
4396168,,1,MED,1,,0
4396177,,1,MED,1,,0
4396182,,2,MED,2,,0
4396223,,1,MED,1,,0
4396269,,2,MED,2,,0
4396539,,4,MED,4,,0
4396568,,3,MED,3,,0
4396581,,1,MED,1,,0
4396705,,1,MED,1,,0
4396734,,1,MED,1,,0
4396920,,2,MED,2,,0
4396934,,1,MED,1,,0
4396994,,2,MED,2,,0
4397007,,1,MED,1,,0
4397380,,4,MED,4,,0
4397486,,1,MED,1,,0
4397838,,3,MED,3,,0
4397864,,2,MED,2,,0
4397895,,2,MED,2,,0
4397990,,1,MED,1,,0
4398004,,2,MED,2,,0
4398092,,3,MED,3,,0
4398141,,4,MED,4,,0
4398155,,1,MED,1,,0
4398194,,2,MED,2,,0
4398258,,3,MED,3,,0
4398518,,2,MED,2,,0
4398610,,1,MED,1,,0
4398628,,3,MED,3,,0
4398637,,4,MED,4,,0
4398655,,1,MED,1,,0
4398711,,2,MED,2,,0
4398812,,1,MED,1,,0
4398892,,2,MED,2,,0
4398986,,2,MED,2,,0
4399153,,2,MED,2,,0
4399167,,2,MED,2,,0
4399383,,4,MED,4,,0
4399394,,4,MED,4,,0
4399492,,3,MED,3,,0
4399575,,1,MED,1,,0
4399616,,1,MED,1,,0
4399644,,2,MED,2,,0
4399780,,3,MED,3,,0
4399807,,2,MED,2,,0
4399861,,3,MED,3,,0
4400134,,1,MED,1,,0
4400146,,4,MED,4,,0
4400217,,3,MED,3,,0
4400230,,3,MED,3,,0
4400437,,3,MED,3,,0
4400462,,2,MED,2,,0
4400529,,2,MED,2,,0
4400586,,4,MED,4,,0
4400638,,4,MED,4,,0
4400644,,3,MED,3,,0
4400672,,1,MED,1,,0
4400692,,1,MED,1,,0
4400711,,2,MED,2,,0
4400828,,2,MED,2,,0
4400839,,1,MED,1,,0
4400867,,2,MED,2,,0
4400893,,1,MED,1,,0
4400990,,2,MED,2,,0
4401013,,1,MED,1,,0
4401045,,1,MED,1,,0
4401054,,1,MED,1,,0
4401059,,2,MED,2,,0
4401107,,1,MED,1,,0
4401165,,4,MED,4,,0
4401186,,4,MED,4,,0
4401195,,3,MED,3,,0
4401228,,2,MED,2,,0
4401325,,3,MED,3,,0
4401340,,2,MED,2,,0
4401357,,1,MED,1,,0
4401470,,4,MED,4,,0
4401548,,3,MED,3,,0
4401616,,1,MED,1,,0
4401750,,1,MED,1,,0
4401798,,4,MED,4,,0
4401853,,1,MED,1,,0
4401929,,2,MED,2,,0
4401940,,4,MED,4,,0
4401982,,3,MED,3,,0
4402042,,2,MED,2,,0
4402226,,2,MED,2,,0
4402740,,3,MED,3,,0
4402799,,1,MED,1,,0
4402906,,1,MED,1,,0
4402920,,2,MED,2,,0
4403023,,3,MED,3,,0
4403106,,1,MED,1,,0
4403112,,1,MED,1,,0
4403119,,3,MED,3,,0
4403136,,3,MED,3,,0
4403187,,3,MED,3,,0
4403278,,1,MED,1,,0
4403319,,4,MED,4,,0
4403342,,4,MED,4,,0
4403453,,1,MED,1,,0
4403474,,3,MED,3,,0
4403484,,2,MED,2,,0
4403524,,2,MED,2,,0
4403537,,1,MED,1,,0
4403581,,1,MED,1,,0
4403778,,3,MED,3,,0
4403803,,2,MED,2,,0
4403831,,2,MED,2,,0
4403899,,1,MED,1,,0
4404205,,1,MED,1,,0
4404231,,1,MED,1,,0
4404408,,3,MED,3,,0
4404443,,1,MED,1,,0
4404457,,1,MED,1,,0
4404469,,2,MED,2,,0
4404646,,2,MED,2,,0
4404751,,1,MED,1,,0
4404860,,2,MED,2,,0
4404986,,3,MED,3,,0
4405333,,2,MED,2,,0
4405467,,4,MED,4,,0
4405559,,2,MED,2,3,1
4405700,,4,MED,4,,0
4406725,,3,MED,3,,0
4406773,,1,MED,1,,0
4406867,,1,MED,1,,0
4406894,,1,MED,1,3,1
4407129,,2,MED,2,,0
4407169,,4,MED,4,,0
4407216,,1,MED,1,,0
4407268,,2,MED,2,,0
4407282,,3,MED,3,,0
4407391,,4,MED,4,,0
4407696,,1,MED,1,,0
4407725,,3,MED,3,,0
4407976,,2,MED,2,,0
4408432,,2,MED,2,,0
4408561,,2,MED,2,,0
4408694,,3,MED,3,,0
4408731,,1,MED,1,,0
4408980,,2,MED,2,,0
4409016,,1,MED,1,,0
4409193,,3,MED,3,,0
4410327,,1,MED,1,,0
4411141,,1,MED,1,,0
4411201,,2,MED,2,,0
4411303,,2,MED,2,,0
4411600,,1,MED,1,,0
4411694,,1,MED,1,,0
4411721,,1,MED,1,,0
4411809,,2,MED,2,,0
4411904,,1,MED,1,,0
4412086,,3,MED,3,,0
4412269,,3,MED,3,,0
4412359,,2,MED,2,,0
4413277,,4,MED,4,,0
4413502,,4,MED,4,,0
4413665,,2,MED,2,,0
4413778,,3,MED,3,,0
4413842,,3,MED,3,,0
4414126,,1,MED,1,,0
4415196,,1,MED,1,,0
4415468,,1,MED,1,,0
4415601,,2,MED,2,,0
4415657,,1,MED,1,,0
4415733,,1,MED,1,,0
4415798,,3,MED,3,,0
4415941,,1,MED,1,,0
4416529,,4,MED,4,,0
4416592,,2,MED,2,,0
4416674,,1,MED,1,,0
4416687,,1,MED,1,,0
4417165,,1,MED,1,,0
4417540,,1,MED,1,,0
4417776,,2,MED,2,,0
4418065,,2,MED,2,,0
4418286,,2,MED,2,,0
4418532,,4,MED,4,,0
4418934,,3,MED,3,,0
4418984,,2,MED,2,,0
4419332,,3,MED,3,,0
4419519,,1,MED,1,,0
4419650,,2,MED,2,,0
4419698,,2,MED,2,,0
4419726,,2,MED,2,,0
4419766,,1,MED,1,,0
4419897,,1,MED,1,,0
4420036,,4,MED,4,,0
4420141,,3,MED,3,,0
4420516,,4,MED,4,,0
4420731,,3,MED,3,,0
4420744,,3,MED,3,,0
4420797,,1,MED,1,,0
4420813,,1,MED,1,,0
4420835,,1,MED,1,,0
4420951,,4,MED,4,,0
4421206,,2,MED,2,,0
